facility_id,facility_name,category_main,category_detail,address,gu_name,dong_name,capacity,source_file,lon,lat,road_address,jibun_address,geocode_status,geocode_provider,geocode_query,geocode_error,geocode_sido,geocode_gu,geocode_dong,kakao_address_type,kakao_h_code,kakao_b_code,kakao_building_name,kakao_zone_no,grid_id,grid_id_50m
MS-111305-00426,참사랑요양원,의료현황,노인요양공동생활가정,서울시 강북구 오현로32 청우빌딩5층,강북구,송중동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.033715530906,37.6163201113602,서울 강북구 오현로 32,서울 강북구 미아동 87-54,OK,kakao,서울특별시 강북구 오현로32 청우빌딩5층,,서울,강북구,송중동,ROAD_ADDR,1130554500.0,1130510100.0,청우빌딩,1233.0,K-24,G50-00230-00518
MS-11130500410,햇살요양원 1호점,의료현황,노인요양공동생활가정,"서울시 강북구 도봉로 403 (수유동, 태일빌딩) 2층",강북구,수유동,5.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.030122114029,37.6425386131072,서울 강북구 도봉로 403,서울 강북구 수유동 168-50,OK,kakao,"서울특별시 강북구 도봉로 403 (수유동, 태일빌딩) 2층",,서울,강북구,수유3동,ROAD_ADDR,1130563500.0,1130510300.0,태일빌딩,1055.0,I-24,G50-00171-00512
MS-11130500411,햇살요양원 2호점,의료현황,노인요양공동생활가정,"서울시 강북구 도봉로 403 (수유동, 태일빌딩) 3층",강북구,수유동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.030122114029,37.6425386131072,서울 강북구 도봉로 403,서울 강북구 수유동 168-50,OK,kakao,"서울특별시 강북구 도봉로 403 (수유동, 태일빌딩) 3층",,서울,강북구,수유3동,ROAD_ADDR,1130563500.0,1130510300.0,태일빌딩,1055.0,I-24,G50-00171-00512
MS-11130500250,행복한노인요양원1,의료현황,노인요양공동생활가정,서울시 강북구 덕릉로46 신우빌딩 2층,강북구,수유1동,7.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.018655647874,37.6340697427662,서울 강북구 덕릉로 46,서울 강북구 수유동 472-4,OK,kakao,서울특별시 강북구 덕릉로46 신우빌딩 2층,,서울,강북구,수유1동,ROAD_ADDR,1130561500.0,1130510300.0,신우빌딩,1111.0,J-23,G50-00190-00492
MS-11130500248,행복한노인요양원2,의료현황,노인요양공동생활가정,서울시 강북구 덕릉로46 신우빌딩 4층,강북구,수유1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.018655647874,37.6340697427662,서울 강북구 덕릉로 46,서울 강북구 수유동 472-4,OK,kakao,서울특별시 강북구 덕릉로46 신우빌딩 4층,,서울,강북구,수유1동,ROAD_ADDR,1130561500.0,1130510300.0,신우빌딩,1111.0,J-23,G50-00190-00492
MS-11130500276,행복한노인요양원3,의료현황,노인요양공동생활가정,"서울시 강북구 덕릉로46 신우빌딩 2층, 4층",강북구,수유1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.018655647874,37.6340697427662,서울 강북구 덕릉로 46,서울 강북구 수유동 472-4,OK,kakao,"서울특별시 강북구 덕릉로46 신우빌딩 2층, 4층",,서울,강북구,수유1동,ROAD_ADDR,1130561500.0,1130510300.0,신우빌딩,1111.0,J-23,G50-00190-00492
MS-11130500047,효노인복지센터,의료현황,노인요양공동생활가정,서울시 강북구 오현로 194 덕수빌딩 2층,강북구,번3동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.03987378053,37.6288359683906,서울 강북구 오현로 194,서울 강북구 번동 309,OK,kakao,서울특별시 강북구 오현로 194 덕수빌딩 2층,,서울,강북구,번3동,ROAD_ADDR,1130560800.0,1130510200.0,덕수빌딩,1224.0,J-25,G50-00202-00529
MS-11132000482,굿모닝요양원,의료현황,노인요양공동생활가정,"서울시 도봉구 도봉로 765, 2층",도봉구,도봉1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.043783062754,37.6727524575616,서울 도봉구 도봉로 765,서울 도봉구 도봉동 617-15,OK,kakao,"서울특별시 도봉구 도봉로 765, 2층",,서울,도봉구,도봉1동,ROAD_ADDR,1132052100.0,1132010800.0,,1310.0,E-25,G50-00104-00536
MS-11132000483,굿모닝요양원2호점,의료현황,노인요양공동생활가정,"서울시 도봉구 도봉로 765, 4층",도봉구,도봉1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.043783062754,37.6727524575616,서울 도봉구 도봉로 765,서울 도봉구 도봉동 617-15,OK,kakao,"서울특별시 도봉구 도봉로 765, 4층",,서울,도봉구,도봉1동,ROAD_ADDR,1132052100.0,1132010800.0,,1310.0,E-25,G50-00104-00536
MS-11132000352,그린요양원,의료현황,노인요양공동생활가정,서울시 도봉구 방학로115,도봉구,방학1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039515337134,37.6626096459287,서울 도봉구 방학로 115,서울 도봉구 방학동 676-3,OK,kakao,서울특별시 도봉구 방학로115,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,방학동근린생활시설,1390.0,F-25,G50-00127-00529
MS-11132000322,사랑채요양종합복지센터,의료현황,노인요양공동생활가정,도봉구 도봉로 133길 34,도봉구,쌍문2동,0.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.037808384425,37.657913658864,서울 도봉구 도봉로133길 34,서울 도봉구 쌍문동 40-15,OK,kakao,도봉구 도봉로 133길 34,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,만경빌리지,1394.0,G-25,G50-00137-00526
MS-11132000418,강북요양원,의료현황,노인요양공동생활가정,서울시 도봉구 도봉로 669 이정빌딩 5층 강북요양원,도봉구,방학1동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.042312187739,37.6643162151208,서울 도봉구 도봉로 669,서울 도봉구 방학동 680-1,OK,kakao,서울특별시 도봉구 도봉로 669 이정빌딩 5층 강북요양원,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1346.0,F-25,G50-00123-00533
MS-11132000419,강북요양원 2호점,의료현황,노인요양공동생활가정,서울시 도봉구 도봉로 669 이정빌딩 5층 강북요양원,도봉구,방학1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.042312187739,37.6643162151208,서울 도봉구 도봉로 669,서울 도봉구 방학동 680-1,OK,kakao,서울특별시 도봉구 도봉로 669 이정빌딩 5층 강북요양원,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1346.0,F-25,G50-00123-00533
MS-11132000319,도봉요양원,의료현황,노인요양공동생활가정,서울시 도봉구 도봉로 601  401호,도봉구,쌍문2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.040092682995,37.6584191663127,서울 도봉구 도봉로 601,서울 도봉구 쌍문동 575,OK,kakao,서울특별시 도봉구 도봉로 601 401호,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,시그마팰리스아파트,1395.0,G-25,G50-00136-00530
MS-11132000346,도봉은빛요양원,의료현황,노인요양공동생활가정,서울시 도봉구 방학로 106 신우빌딩 5층,도봉구,방학1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.04048901097,37.6630372817803,서울 도봉구 방학로 106,서울 도봉구 방학동 689-34,OK,kakao,서울특별시 도봉구 방학로 106 신우빌딩 5층,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1345.0,F-25,G50-00126-00530
MS-11132000274,수노인요양공동생활가정1호점,의료현황,노인요양공동생활가정,서울시 도봉구 도당로 80 월송빌딩 5층,도봉구,방학1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.036344945016,37.6648346469578,서울 도봉구 도당로 80,서울 도봉구 방학동 696,OK,kakao,서울특별시 도봉구 도당로 80 월송빌딩 5층,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,방학동근생,1342.0,F-25,G50-00122-00523
MS-11132000275,수노인요양공동생활가정2호점,의료현황,노인요양공동생활가정,서울시 도봉구 도당로 80 월송빌딩 5층,도봉구,방학1동,7.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.036344945016,37.6648346469578,서울 도봉구 도당로 80,서울 도봉구 방학동 696,OK,kakao,서울특별시 도봉구 도당로 80 월송빌딩 5층,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,방학동근생,1342.0,F-25,G50-00122-00523
MS-11132000370,쌍문늘푸른요양원,의료현황,노인요양공동생활가정,서울시 도봉구 해등로 26길7 우진프라자 501호,도봉구,쌍문4동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.032591971352,37.6584184138328,서울 도봉구 해등로26길 7,서울 도봉구 쌍문동 215-1,OK,kakao,서울특별시 도봉구 해등로 26길7 우진프라자 501호,,서울,도봉구,쌍문4동,ROAD_ADDR,1132068100.0,1132010500.0,,1387.0,G-24,G50-00136-00516
MS-11132000286,가원노인요양공동생활가정1호점,의료현황,노인요양공동생활가정,"서울시 도봉구 방학로 169, 5층",도봉구,방학3동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.033409166237,37.6621584299644,서울 도봉구 방학로 169,서울 도봉구 방학동 670-2,OK,kakao,"서울특별시 도봉구 방학로 169, 5층",,서울,도봉구,방학3동,ROAD_ADDR,1132071000.0,1132010600.0,,1384.0,F-24,G50-00128-00518
MS-11132000113,도봉늘푸른요양원,의료현황,노인요양공동생활가정,"서울시 도봉구 방학로 115, 3층 도봉늘푸른요양원",도봉구,방학1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039515337134,37.6626096459287,서울 도봉구 방학로 115,서울 도봉구 방학동 676-3,OK,kakao,"서울특별시 도봉구 방학로 115, 3층 도봉늘푸른요양원",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,방학동근린생활시설,1390.0,F-25,G50-00127-00529
MS-11132000413,강북실버요양원,의료현황,노인요양공동생활가정,"서울시 도봉구 도봉로 669, 201호 (이정빌딩, 방학동)",도봉구,방학동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.042312187739,37.6643162151208,서울 도봉구 도봉로 669,서울 도봉구 방학동 680-1,OK,kakao,"서울특별시 도봉구 도봉로 669, 201호 (이정빌딩, 방학동)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1346.0,F-25,G50-00123-00533
MS-11132000415,강북실버요양원2호점,의료현황,노인요양공동생활가정,"서울시 도봉구 도봉로 669, 201호 (이정빌딩, 방학동)",도봉구,방학동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.042312187739,37.6643162151208,서울 도봉구 도봉로 669,서울 도봉구 방학동 680-1,OK,kakao,"서울특별시 도봉구 도봉로 669, 201호 (이정빌딩, 방학동)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1346.0,F-25,G50-00123-00533
MS-11132000345,꿈에그린요양원1,의료현황,노인요양공동생활가정,"도봉구 방학로 106, 4층(방학동,신우빌딩)",도봉구,방학동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.04048901097,37.6630372817803,서울 도봉구 방학로 106,서울 도봉구 방학동 689-34,OK,kakao,"도봉구 방학로 106, 4층(방학동,신우빌딩)",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1345.0,F-25,G50-00126-00530
MS-11132000380,도봉하루요양원2호점,의료현황,노인요양공동생활가정,서울시 도봉구 방학로 3길 103 춘광빌딩 6층,도봉구,쌍문2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039129219623,37.6585407619914,서울 도봉구 방학로3길 103,서울 도봉구 쌍문동 557,OK,kakao,서울특별시 도봉구 방학로 3길 103 춘광빌딩 6층,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,,1395.0,G-25,G50-00136-00528
MS-11132000412,도봉하루요양원3호점,의료현황,노인요양공동생활가정,서울시 도봉구 방학로 3길 103 춘광빌딩 5층,도봉구,쌍문2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039129219623,37.6585407619914,서울 도봉구 방학로3길 103,서울 도봉구 쌍문동 557,OK,kakao,서울특별시 도봉구 방학로 3길 103 춘광빌딩 5층,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,,1395.0,G-25,G50-00136-00528
MS-1132000294,도봉효드림요양원,의료현황,노인요양공동생활가정,서울시 도봉구 마들로 13길 175 6층 젬스빌딩,도봉구,창4동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.045809557658,37.6580004707369,서울 도봉구 마들로13길 175,서울 도봉구 창동 181-26,OK,kakao,서울특별시 도봉구 마들로 13길 175 6층 젬스빌딩,,서울,도봉구,창4동,ROAD_ADDR,1132051400.0,1132010700.0,,1411.0,G-25,G50-00137-00540
MS-11132000333,사랑재활요양원,의료현황,노인요양공동생활가정,서울시 도봉구 덕릉로59아길 54 이순빌딩4층,도봉구,창2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039498704525,37.6431930243689,서울 도봉구 덕릉로59아길 54,서울 도봉구 창동 607-27,OK,kakao,서울특별시 도봉구 덕릉로59아길 54 이순빌딩4층,,서울,도봉구,창2동,ROAD_ADDR,1132051200.0,1132010700.0,이순빌딩,1464.0,H-25,G50-00170-00529
MS-11132000340,사랑재활요양원2호점,의료현황,노인요양공동생활가정,서울시 도봉구 덕릉로59아길 54 이순빌딩3층,도봉구,창2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039498704525,37.6431930243689,서울 도봉구 덕릉로59아길 54,서울 도봉구 창동 607-27,OK,kakao,서울특별시 도봉구 덕릉로59아길 54 이순빌딩3층,,서울,도봉구,창2동,ROAD_ADDR,1132051200.0,1132010700.0,이순빌딩,1464.0,H-25,G50-00170-00529
MS-11132000426,사랑재활요양원3호점,의료현황,노인요양공동생활가정,서울시 도봉구 덕릉로59아길 54 이순빌딩3층,도봉구,창2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039498704525,37.6431930243689,서울 도봉구 덕릉로59아길 54,서울 도봉구 창동 607-27,OK,kakao,서울특별시 도봉구 덕릉로59아길 54 이순빌딩3층,,서울,도봉구,창2동,ROAD_ADDR,1132051200.0,1132010700.0,이순빌딩,1464.0,H-25,G50-00170-00529
MS-11132000216,동그라미요양센터,의료현황,노인요양공동생활가정,서울시 도봉구 방학로3길 103 춘광빌딩 4층,도봉구,쌍문2동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039129219623,37.6585407619914,서울 도봉구 방학로3길 103,서울 도봉구 쌍문동 557,OK,kakao,서울특별시 도봉구 방학로3길 103 춘광빌딩 4층,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,,1395.0,G-25,G50-00136-00528
MS-11132000240,동그라미요양센터 2호점,의료현황,노인요양공동생활가정,서울시 방학로3길 103 4층 동그라미요양센터2호점,도봉구,쌍문2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.039129219623,37.6585407619914,서울 도봉구 방학로3길 103,서울 도봉구 쌍문동 557,OK,kakao,서울특별시 방학로3길 103 4층 동그라미요양센터2호점,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,,1395.0,G-25,G50-00136-00528
MS-11132000257,사랑방요양원,의료현황,노인요양공동생활가정,서울시 도봉구 도봉로 727-1 금천빌딩 2층,도봉구,방학1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.043160675894,37.6694684351132,서울 도봉구 도봉로 727-1,서울 도봉구 방학동 653-1,OK,kakao,서울특별시 도봉구 도봉로 727-1 금천빌딩 2층,,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1350.0,F-25,G50-00112-00535
MS-11132000343,기쁨과나눔노인요양원,의료현황,노인요양공동생활가정,서울시 도봉구 도봉로 137길 48,도봉구,쌍문2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.040116458453,37.6611130932788,서울 도봉구 도봉로137길 48,서울 도봉구 쌍문동 708-10,OK,kakao,서울특별시 도봉구 도봉로 137길 48,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,,1391.0,F-25,G50-00130-00530
MS-11132000463,기쁨과나눔노인요양원 2호점,의료현황,노인요양공동생활가정,서울시 도봉구 도봉로 137길 48,도봉구,쌍문2동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.040116458453,37.6611130932788,서울 도봉구 도봉로137길 48,서울 도봉구 쌍문동 708-10,OK,kakao,서울특별시 도봉구 도봉로 137길 48,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,,1391.0,F-25,G50-00130-00530
MS-11132000464,강북재활요양원,의료현황,노인요양공동생활가정,"서울시 도봉구 도봉로669(방학동), 이정빌딩 601호",도봉구,방학동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.042312187739,37.6643162151208,서울 도봉구 도봉로 669,서울 도봉구 방학동 680-1,OK,kakao,"서울특별시 도봉구 도봉로669(방학동), 이정빌딩 601호",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1346.0,F-25,G50-00123-00533
MS-11132000395,강북재활요양원2호점,의료현황,노인요양공동생활가정,"서울시 도봉구 도봉로669(방학동), 이정빌딩 601호",도봉구,방학동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.042312187739,37.6643162151208,서울 도봉구 도봉로 669,서울 도봉구 방학동 680-1,OK,kakao,"서울특별시 도봉구 도봉로669(방학동), 이정빌딩 601호",,서울,도봉구,방학1동,ROAD_ADDR,1132069000.0,1132010600.0,,1346.0,F-25,G50-00123-00533
MS-11132000396,하루정요양센터,의료현황,노인요양공동생활가정,서울시 해등로 17길42  명준빌딩 4층  하루정요양센터,도봉구,쌍문2동,6.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.037597977982,37.6553059234892,서울 도봉구 해등로17길 42,서울 도봉구 쌍문동 671,OK,kakao,서울특별시 해등로 17길42 명준빌딩 4층 하루정요양센터,,서울,도봉구,쌍문2동,ROAD_ADDR,1132067000.0,1132010500.0,명준빌딩,1432.0,G-25,G50-00143-00525
MS-11135000636,노원성모요양원,의료현황,노인요양공동생활가정,서울 노원구 노원로 479 대광빌딩 3층,노원구,상계2동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.064602846615,37.6588801335954,서울 노원구 노원로 479,서울 노원구 상계동 401-17,OK,kakao,서울 노원구 노원로 479 대광빌딩 3층,,서울,노원구,상계2동,ROAD_ADDR,1135064000.0,1135010500.0,대광빌딩,1691.0,G-27,G50-00135-00573
MS-11135000603,돌봄간호요양원1,의료현황,노인요양공동생활가정,"서울 노원구 동일로 1550, 6층 601호(상계동)",노원구,상계동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.057549710711,37.666911617005,서울 노원구 동일로 1550,서울 노원구 상계동 649-2,OK,kakao,"서울 노원구 동일로 1550, 6층 601호(상계동)",,서울,노원구,상계9동,ROAD_ADDR,1135071000.0,1135010500.0,고려프라자빌딩,1674.0,F-26,G50-00117-00560
MS-11135000602,돌봄간호요양원2,의료현황,노인요양공동생활가정,"서울 노원구 동일로 1550, 6층 601호(상계동)",노원구,상계동,6.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.057549710711,37.666911617005,서울 노원구 동일로 1550,서울 노원구 상계동 649-2,OK,kakao,"서울 노원구 동일로 1550, 6층 601호(상계동)",,서울,노원구,상계9동,ROAD_ADDR,1135071000.0,1135010500.0,고려프라자빌딩,1674.0,F-26,G50-00117-00560
MS-11135000637,노블레스요양원,의료현황,노인요양공동생활가정,노원로 479(2층),노원구,상계2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.064602846615,37.6588801335954,서울 노원구 노원로 479,서울 노원구 상계동 401-17,OK,kakao,노원로 479(2층),,서울,노원구,상계2동,ROAD_ADDR,1135064000.0,1135010500.0,대광빌딩,1691.0,G-27,G50-00135-00573
MS-11135000630,행복한요양원,의료현황,노인요양공동생활가정,서울시 종로구 자하문로 28길 29 청운실버센터,노원구,청운효자동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.972534905228,37.5864670481034,서울 종로구 자하문로28길 29,서울 종로구 청운동 89-12,OK,kakao,서울특별시 종로구 자하문로 28길 29 청운실버센터,,서울,종로구,청운효자동,ROAD_ADDR,1111051500.0,1111010100.0,청운실버센터,3047.0,O-19,G50-00296-00410
MS-11135000487,가족마음요양원,의료현황,노인요양공동생활가정,서울시 노원구 한글비석로 47길 58 5층 가족마음요양원,노원구,상계5동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.066592534371,37.6616155780956,서울 노원구 한글비석로47길 58,서울 노원구 상계동 434-49,OK,kakao,서울특별시 노원구 한글비석로 47길 58 5층 가족마음요양원,,서울,노원구,상계5동,ROAD_ADDR,1135067000.0,1135010500.0,,1679.0,F-27,G50-00129-00576
MS-11135000601,사랑과섬김요양원,의료현황,노인요양공동생활가정,서울시 노원구 한글비석로422 5층,노원구,상계5동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.070299634066,37.6620264368073,서울 노원구 한글비석로 422,서울 노원구 상계동 169-75,OK,kakao,서울특별시 노원구 한글비석로422 5층,,서울,노원구,상계5동,ROAD_ADDR,1135067000.0,1135010500.0,,1668.0,F-28,G50-00128-00583
MS-11135000292,수요양원,의료현황,노인요양공동생활가정,"서울시 노원구 동일로 237다길16, 3층",노원구,상계1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.052793291811,37.6742634053094,서울 노원구 동일로237다길 16,서울 노원구 상계동 1048-12,OK,kakao,"서울특별시 노원구 동일로 237다길16, 3층",,서울,노원구,상계1동,ROAD_ADDR,1135063000.0,1135010500.0,,1611.0,E-26,G50-00101-00552
MS-11135000465,늘봄요양원,의료현황,노인요양공동생활가정,서울시 노원구 한글비석로 47길58 우림B/D 2층,노원구,상계5동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.066592534371,37.6616155780956,서울 노원구 한글비석로47길 58,서울 노원구 상계동 434-49,OK,kakao,서울특별시 노원구 한글비석로 47길58 우림B/D 2층,,서울,노원구,상계5동,ROAD_ADDR,1135067000.0,1135010500.0,,1679.0,F-27,G50-00129-00576
MS-11135000442,늘품실버요양원,의료현황,노인요양공동생활가정,서울시 노원구 한글 비석로47길 58,노원구,상계5동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.066592534371,37.6616155780956,서울 노원구 한글비석로47길 58,서울 노원구 상계동 434-49,OK,kakao,서울특별시 노원구 한글 비석로47길 58,,서울,노원구,상계5동,ROAD_ADDR,1135067000.0,1135010500.0,,1679.0,F-27,G50-00129-00576
MS-11135000372,가온요양원,의료현황,노인요양공동생활가정,노원로 479(5층),노원구,상계2동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.064602846615,37.6588801335954,서울 노원구 노원로 479,서울 노원구 상계동 401-17,OK,kakao,노원로 479(5층),,서울,노원구,상계2동,ROAD_ADDR,1135064000.0,1135010500.0,대광빌딩,1691.0,G-27,G50-00135-00573
MS-11135000407,효누리요양원,의료현황,노인요양공동생활가정,서울시 노원구 한글비석로 422 3층 효누리요양원,노원구,상계5동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),127.070299634066,37.6620264368073,서울 노원구 한글비석로 422,서울 노원구 상계동 169-75,OK,kakao,서울특별시 노원구 한글비석로 422 3층 효누리요양원,,서울,노원구,상계5동,ROAD_ADDR,1135067000.0,1135010500.0,,1668.0,F-28,G50-00128-00583
MS-11138000402,백련실버케어,의료현황,노인요양공동생활가정,"서울특별시 은평구 가좌로 306, 4층",은평구,신사1동,8.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.911150315554,37.5951836340311,서울 은평구 가좌로 306,서울 은평구 신사동 38-42,OK,kakao,"서울특별시 은평구 가좌로 306, 4층",,서울,은평구,신사1동,ROAD_ADDR,1138063100.0,1138010900.0,웰빙빌딩,3452.0,N-13,G50-00277-00302
MS-11138000430,사랑가득요양원1호,의료현황,노인요양공동생활가정,"서울특별시 은평구 수색로14길 5-3, 5·6층",은평구,수색동,4.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.896625096056,37.5818992898928,서울 은평구 수색로14길 5-3,서울 은평구 수색동 101-5,OK,kakao,"서울특별시 은평구 수색로14길 5-3, 5·6층",,서울,은평구,수색동,ROAD_ADDR,1138065000.0,1138010100.0,,3502.0,O-12,G50-00306-00276
MS-11138000431,사랑가득요양원2호,의료현황,노인요양공동생활가정,"서울특별시 은평구 수색로14길 5-3, 6층",은평구,수색동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.896625096056,37.5818992898928,서울 은평구 수색로14길 5-3,서울 은평구 수색동 101-5,OK,kakao,"서울특별시 은평구 수색로14길 5-3, 6층",,서울,은평구,수색동,ROAD_ADDR,1138065000.0,1138010100.0,,3502.0,O-12,G50-00306-00276
MS-11138000481,사랑가득요양원3호,의료현황,노인요양공동생활가정,"서울특별시 은평구 수색로14길 5-3, 5층",은평구,수색동,6.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.896625096056,37.5818992898928,서울 은평구 수색로14길 5-3,서울 은평구 수색동 101-5,OK,kakao,"서울특별시 은평구 수색로14길 5-3, 5층",,서울,은평구,수색동,ROAD_ADDR,1138065000.0,1138010100.0,,3502.0,O-12,G50-00306-00276
MS-11138000031,시온노인요양원,의료현황,노인요양공동생활가정,서울특별시 은평구 갈현로270 4층,은평구,갈현1동,9.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.916757953768,37.621016473697,서울 은평구 갈현로 270,서울 은평구 갈현동 428-4,OK,kakao,서울특별시 은평구 갈현로270 4층,,서울,은평구,갈현1동,ROAD_ADDR,1138055100.0,1138010400.0,인송빌딩,3329.0,K-14,G50-00219-00312
MS-11138000257,(협)노인돌봄은평요양원,의료현황,노인요양공동생활가정,"서울특별시 은평구 가좌로 306, 3층",은평구,신사1동,0.0,03_노인의료복지시설현황.xlsx::시트2 노인요양공동생활가정시설(246),126.911150315554,37.5951836340311,서울 은평구 가좌로 306,서울 은평구 신사동 38-42,OK,kakao,"서울특별시 은평구 가좌로 306, 3층",,서울,은평구,신사1동,ROAD_ADDR,1138063100.0,1138010900.0,웰빙빌딩,3452.0,N-13,G50-00277-00302
