name,address,gu_raw,lon,lat,geocode_status
왕십리자이(아)경로당,난계로 100(왕십리자이아파트) 관리사무소 1층,성동구,127.024651500492,37.5615293048656,api_ok
서마경로당,청계천로10나길 62-7(마장동),성동구,127.036271359288,37.5701088345126,api_ok
마장제2경로당,마장로42길 13(마장동),성동구,127.045654367687,37.5662213866884,api_ok
마장제3경로당,무학로14가길 8-1(마장동),성동구,127.034176148807,37.568211963111,api_ok
마장제4경로당,고산자로 328(마장동),성동구,127.037446172282,37.5686654333879,api_ok
마장제6경로당,살곶이2가길 114(마장동),성동구,127.044626059386,37.5637876487622,api_ok
세림(아)경로당,"마장로42길 16(마장동, 세림아파트) 관리사무소 1층",성동구,127.046038485838,37.56504066245,api_ok
정화경로당,마장로33길 29-5(마장동),성동구,127.038447155635,37.5684735599873,api_ok
일송경로당,"마조로15가길 23(마장동, 마장SH빌) 관리사무소 1층",성동구,127.040388382695,37.5646371921494,api_ok
삼성(아)경로당,"마장로 271(마장동, 삼성아파트) 관리사무소 1층",성동구,127.040276642646,37.5664842722046,api_ok
현대(아)경로당,"살곶이길 50(마장동, 현대아파트) 관리사무소 1층",성동구,127.041524043963,37.5696275040008,api_ok
신성(아)경로당,"마장로39길 43(마장동, 신성아파트) 103동 1층",성동구,127.043293439902,37.568341418104,api_ok
"마장중앙하이츠(아)
경로당","마장로 262(마장동, 마장중앙하이츠아파트) 관리사무소 1층",성동구,127.039358641926,37.5653526605537,api_ok
왕좌경로당,청계천로10나길 40-5(마장동),성동구,127.03522958631,37.5700356287655,api_ok
금호어울림(아)경로당,"마조로 57(마장동, 금호어울림아파트) 관리사무소 1층",성동구,127.039890271396,37.5629873669583,api_ok
"마장대성유니드
(아)경로당","마장로37길 7(마장동, 마장대성유니드아파트) 103동 앞",성동구,127.038684519978,37.5669385461451,api_ok
사근제1경로당,사근동12길 1(사근동),성동구,127.048422675528,37.5610194627132,api_ok
사근제2경로당,사근동11길 48(사근동),성동구,127.047098318742,37.5644088263097,api_ok
사근제3경로당,마조로 9길 2(사근동),성동구,127.041139919945,37.5612963982804,api_ok
사근제4경로당,사근동길 72(사근동),성동구,127.048921952669,37.5610689018071,api_ok
사근벽산(아)경로당,"살곶이길 176(사근동, 사근벽산아파트) 관리사무소 1층",성동구,127.049552020123,37.5605321855931,api_ok
하이츠(아)경로당,"사근동길 67(사근동, 하이츠아파트) 관리사무소 1층",성동구,127.048377703832,37.5613099624809,api_ok
"서울숲더샵
실버문화센터",왕십리로 241(102동 4F),성동구,127.040104919932,37.5571686563914,api_ok
사근제5경로당,"사근동길 20-18, 지하 101호",성동구,127.043291423582,37.5603585022646,api_ok
행당두산(아)경로당,"고산자로14길 40(행당1동, 행당두산아파트) 관리사무소 1층",성동구,127.037433442672,37.5649425225397,api_ok
행당삼부(아)경로당,"왕십리로 280(행당1동, 행당삼부아파트) 관리사무소 2층",성동구,127.038017800199,37.5602047159985,api_ok
행당한신(아)제1경로당,"고산자로 164(행당1동, 행당한신아파트) 행당한신어린이집 1층",성동구,127.035424100115,37.5550687570722,api_ok
행당한신(아)제2경로당,"고산자로 164(행당1동, 행당한신아파트) 201동 1층",성동구,127.035424100115,37.5550687570722,api_ok
무학봉경로당,무학봉18길 4-2(행당1동),성동구,127.031772577857,37.561193513695,api_ok
리버뷰자이(아)경로당,"고산자로2길 65(행당1동, 서울숲리버뷰자이) 리버뷰자이 어린이집 옆",성동구,127.038836506223,37.556198526017,api_ok
행당제2경로당,"행당로11길 14-9, 302호(행당2동, 스위스빌라)",성동구,127.030890315154,37.5589793677374,api_ok
행당신동아(아)경로당,"독서당로 441(행당2동, 행당신동아아파트) 104동 옆",성동구,127.03195392433,37.554105048915,api_ok
행당두산위브(아)경로당,"행당로8길 8(행당2동, 행당두산위브아파트) 관리사무소 1층",성동구,127.030951065096,37.5572723225298,api_ok
"행당두산위브(아)
제2경로당","행당로8길 8(행당2동, 행당두산위브아파트) 201동 1층",성동구,127.030951065096,37.5572723225298,api_ok
